ticker,name,city,isin,status
TUCLK,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRETUGC00018,STOCK
TUKAS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,İZMİR,TRATUKAS91A3,STOCK
TUPRS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,İSTANBUL,TRATUPRS91E8,STOCK
TUREX,TUREKS TURİZM TAŞIMACILIK A.Ş.,İSTANBUL,TRETURX00045,STOCK
TURGG,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.,İSTANBUL,TREMYPG00017,STOCK
TURSG,TÜRKİYE SİGORTA A.Ş.,İSTANBUL,TRAGUSGR91O3,STOCK
TV8TV,TV8 TV YAYINCILIK A.Ş.,İSTANBUL,,UNRESOLVED
TVB,TÜRKİYE VAKIFLAR BANKASI T.A.O.,İSTANBUL,,DUPLICATE (see VAKBN)
TVM,TRIVE YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
UCAYM,ÜÇAY MÜHENDİSLİK ENERJİ VE İKLİMLENDİRME TEKNOLOJİLERİ A.Ş.,İSTANBUL,TREUCYM00024,STOCK
UFUK,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.,İSTANBUL,TREFNFK00017,STOCK
ULAS,ULAŞLAR TURİZM ENERJİ TARIM GIDA VE İNŞAAT YATIRIMLARI A.Ş.,ANKARA,TREULAS00014,STOCK
ULKER,ÜLKER BİSKÜVİ SANAYİ A.Ş.,İSTANBUL,TREULKR00015,STOCK
ULUFA,ULUSAL FAKTORİNG A.Ş.,İSTANBUL,TREULFK00036,STOCK
ULUSE,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,ANKARA,TREULET00014,STOCK
ULUUN,ULUSOY UN SANAYİ VE TİCARET A.Ş.,SAMSUN,TREULSY00014,STOCK
UMPAS,UMPAŞ HOLDİNG A.Ş.,UŞAK,TREUMPA00018,STOCK
UNLU,ÜNLÜ YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREUNCO00023,STOCK
USAK,UŞAK SERAMİK SANAYİ A.Ş.,UŞAK,TRAUSAKW91F6,STOCK
VAKBN,TÜRKİYE VAKIFLAR BANKASI T.A.O.,İSTANBUL,TREVKFB00019,STOCK
VAKFA,VAKIF FAKTORİNG A.Ş.,İSTANBUL,TREVFAS00022,STOCK
VAKFN,VAKIF FİNANSAL KİRALAMA A.Ş.,İSTANBUL,TRAVAKFN91P9,STOCK
VAKKO,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.,İSTANBUL,TRAVAKKO91B7,STOCK
VAKVK,VAKIF VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
VANGD,VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.,İSTANBUL,TREVNGS00015,STOCK
VBTYZ,VBT YAZILIM A.Ş.,İSTANBUL,TREVBTY00029,STOCK
VDFAS,VOLKSWAGEN DOĞUŞ FİNANSMAN A.Ş.,İSTANBUL,,NON_EQUITY
VDFLO,VDF FİLO KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
VERTU,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREVRSA00019,STOCK
VERUS,VERUSA HOLDİNG A.Ş.,İSTANBUL,TREVERS00011,STOCK
VESBE,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREVEST00017,STOCK
VESTL,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAVESTL91H6,STOCK
VKFYO,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAVKFYT91Q4,STOCK
VKGYO,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAVKGYO91Q3,STOCK
VKING,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,İZMİR,TRAVKING91D6,STOCK
VRGYO,VERA KONSEPT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREVRKP00022,STOCK
VSNMD,VİŞNE MADENCİLİK ÜRETİM SANAYİ VE TİCARET A.Ş.,İZMİR,TREVISN00029,STOCK
YAPRK,YAPRAK SÜT VE BESİ ÇİFTLİKLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREYSBS00019,STOCK
YATAS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,KAYSERİ,TRAYATAS91B4,STOCK
YATVK,YATIRIM VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
YAYLA,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.,ANKARA,TREYAYL00014,STOCK
YBQ,Q YATIRIM BANKASI A.Ş.,İZMİR,,NON_EQUITY
YBTAS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,YOZGAT,TREYBTS00017,STOCK
YEOTK,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.,İSTANBUL,TREYEOT00010,STOCK
YESIL,YEŞİL YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREINFO00013,STOCK
YGGYO,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREYGMI00012,STOCK
YIGIT,YİĞİT AKÜ MALZEMELERİ NAKLİYAT TURİZM İNŞAAT SANAYİ VE TİCARET A.Ş.,ANKARA,TREYIGT00025,STOCK
YKB,YAPI VE KREDİ BANKASI A.Ş.,İSTANBUL,,DUPLICATE (see YKBNK)
YKBNK,YAPI VE KREDİ BANKASI A.Ş.,İSTANBUL,TRAYKBNK91N6,STOCK
YKFIN,YAPI KREDİ FİNANSAL KİRALAMA A.O.,İSTANBUL,TRAYKFIN92P4,STOCK
YKFKT,YAPI KREDİ FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
YKR,YAPI KREDİ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
YKSLN,YÜKSELEN ÇELİK A.Ş.,İSTANBUL,TREYUKC00028,STOCK
YKYAT,YAPI KREDİ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
YONGA,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,DENİZLİ,TREYONG00018,STOCK
YUNSA,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAYUNSA91B5,STOCK
YYAPI,YEŞİL YAPI ENDÜSTRİSİ A.Ş.,İSTANBUL,TRABROVA91S5,STOCK
YYLGD,YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.,ANKARA,TREYYLA00014,STOCK
ZEDUR,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,ANKARA,TREUTOP00014,STOCK
ZERGY,ZERAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KOCAELİ,TREZERY00028,STOCK
ZGYO,Z GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREZGYO00020,STOCK
ZKBVK,ZİRAAT KATILIM VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
ZKBVR,ZKB VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
ZOREN,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,BURSA,TRAZOREN91L8,STOCK
ZRGYO,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREZRGY00023,STOCK
