ticker,name,city,isin
SISE,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.,İSTANBUL,TRASISEW91Q3
SKBNK,ŞEKERBANK T.A.Ş.,,TRASKBNK91N8
SKTAS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,AYDIN,TRASKTAS91B5
SKYLP,SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş.,İSTANBUL,TREMCTD00012
SKYMD,ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TRESKMD00017
SMART,SMARTİKS YAZILIM A.Ş.,İSTANBUL,TRESMRT00018
SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRESMAR00026
SMRVA,SÜMER VARLIK YÖNETİM A.Ş.,İSTANBUL,TRESUVY00013
SNGYO,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESNGY00019
SNICA,SANİCA ISI SANAYİ A.Ş.,İSTANBUL,TRESANK00011
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,BURSA,TRASNPAM91B0
SODSN,SODAŞ SODYUM SANAYİİ A.Ş.,İZMİR,TRESODS00016
SOHOE,SOHO GİYİM VE ENERJİ A.Ş.,İSTANBUL,TRESOHO00016
SOKE,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,AYDIN,TRESOKE00029
SOKM,ŞOK MARKETLER TİCARET A.Ş.,İSTANBUL,TRESOKM00022
SONME,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,BURSA,TRASONME91B5
SRVGY,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESRGY00010
SUMAS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİİ A.Ş.,BALIKESİR,TRESMAS00016
SUNTK,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR,TRESUNT00010
SURGY,SUR TATİL EVLERİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESRTE00023
SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,İSTANBUL,TRESUWN00022
SVGYO,SAVUR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESVRG00024
TABGD,TAB GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRETABG00020
TARKM,TARKİM BİTKİ KORUMA SANAYİ VE TİCARET A.Ş.,MANİSA,TRETRKM00015
TATEN,TATLIPINAR ENERJİ ÜRETİM A.Ş.,İSTANBUL,TRETATL00022
TATGD,TAT GIDA SANAYİ A.Ş.,İSTANBUL,TRATATKS91A5
TAVHL,TAV HAVALİMANLARI HOLDİNG A.Ş.,İSTANBUL,TRETAVH00018
TBORG,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.,İZMİR,TRATBORG91A4
TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,İSTANBUL,TRATCELL91M1
TCKRC,KIRAÇ GALVANİZ TELEKOMİNİKASYON METAL MAKİNE İNŞAAT ELEKTRİK SANAYİ VE TİCARET A.Ş.,BURSA,TREKIRC00019
TDGYO,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRETGYO00023
TEHOL,TERA YATIRIM TEKNOLOJİ HOLDİNG A.Ş.,İSTANBUL,TRAGLOBL91Q0
TEKTU,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,İSTANBUL,TRATEKTU91K2
TERA,TERA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TRETERA00013
TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,İZMİR,TRETEZL00021
TGSAS,TGS DIŞ TİCARET A.Ş.,İSTANBUL,TRETGSD00010
THYAO,TÜRK HAVA YOLLARI A.O.,İSTANBUL,TRATHYAO91M5
TKFEN,TEKFEN HOLDİNG A.Ş.,İSTANBUL,TRETKHO00012
TKNSA,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,İSTANBUL,TRETKNO00010
TLMAN,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,TRABZON,TRETLMN00020
TMPOL,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,KAYSERİ,TRETMPL00017
TMSN,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,İSTANBUL,TRETUMO00011
TNZTP,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,İZMİR,TRETAPD00019
TOASO,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,İSTANBUL,TRATOASO91H3
TRALT,TÜRK ALTIN İŞLETMELERİ A.Ş.,ANKARA,TREKOAL00014
TRCAS,TURCAS HOLDİNG A.Ş.,İSTANBUL,TRATRCAS92E6
TRENJ,TR DOĞAL ENERJİ KAYNAKLARI ARAŞTIRMA VE ÜRETİM A.Ş.,ANKARA,TRAIPMAT92D2
TRGYO,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRETRGY00018
TRILC,TURK İLAÇ VE SERUM SANAYİ A.Ş.,ANKARA,TRETRLC00022
TRMET,TR ANADOLU METAL MADENCİLİK İŞLETMELERİ A.Ş.,ANKARA,TREKOZA00014
TSGYO,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRETSGY00016
TSKB,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,İSTANBUL,TRATSKBW91N0
TSPOR,TRABZONSPOR SPORTİF YATIRIM VE FUTBOL İŞLETMECİLİĞİ TİCARET A.Ş.,TRABZON,TRETRBZ00016
TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.,ANKARA,TRETTLK00013
TTRAK,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,ANKARA,TRETTRK00010
TUCLK,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRETUGC00018
TUKAS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,İZMİR,TRATUKAS91A3
TUPRS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,İSTANBUL,TRATUPRS91E8
TUREX,TUREKS TURİZM TAŞIMACILIK A.Ş.,İSTANBUL,TRETURX00045
TURGG,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.,İSTANBUL,TREMYPG00017
TURSG,TÜRKİYE SİGORTA A.Ş.,İSTANBUL,TRAGUSGR91O3
UCAYM,ÜÇAY MÜHENDİSLİK ENERJİ VE İKLİMLENDİRME TEKNOLOJİLERİ A.Ş.,İSTANBUL,TREUCYM00024
UFUK,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.,İSTANBUL,TREFNFK00017
ULAS,ULAŞLAR TURİZM ENERJİ TARIM GIDA VE İNŞAAT YATIRIMLARI A.Ş.,ANKARA,TREULAS00014
ULKER,ÜLKER BİSKÜVİ SANAYİ A.Ş.,İSTANBUL,TREULKR00015
ULUFA,ULUSAL FAKTORİNG A.Ş.,İSTANBUL,TREULFK00036
ULUSE,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,ANKARA,TREULET00014
ULUUN,ULUSOY UN SANAYİ VE TİCARET A.Ş.,SAMSUN,TREULSY00014
UMPAS,UMPAŞ HOLDİNG A.Ş.,UŞAK,TREUMPA00018
UNLU,ÜNLÜ YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREUNCO00023
USAK,UŞAK SERAMİK SANAYİ A.Ş.,UŞAK,TRAUSAKW91F6
VAKBN,TÜRKİYE VAKIFLAR BANKASI T.A.O.,İSTANBUL,TREVKFB00019
VAKFA,VAKIF FAKTORİNG A.Ş.,İSTANBUL,TREVFAS00022
VAKFN,VAKIF FİNANSAL KİRALAMA A.Ş.,İSTANBUL,TRAVAKFN91P9
VAKKO,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.,İSTANBUL,TRAVAKKO91B7
VANGD,VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.,İSTANBUL,TREVNGS00015
VBTYZ,VBT YAZILIM A.Ş.,İSTANBUL,TREVBTY00029
VERTU,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREVRSA00019
VERUS,VERUSA HOLDİNG A.Ş.,İSTANBUL,TREVERS00011
VESBE,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREVEST00017
VESTL,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAVESTL91H6
VKFYO,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAVKFYT91Q4
VKGYO,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAVKGYO91Q3
VKING,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,İZMİR,TRAVKING91D6
VRGYO,VERA KONSEPT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREVRKP00022
VSNMD,VİŞNE MADENCİLİK ÜRETİM SANAYİ VE TİCARET A.Ş.,İZMİR,TREVISN00029
YAPRK,YAPRAK SÜT VE BESİ ÇİFTLİKLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREYSBS00019
YATAS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,KAYSERİ,TRAYATAS91B4
YAYLA,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.,ANKARA,TREYAYL00014
YBTAS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,YOZGAT,TREYBTS00017
YEOTK,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.,İSTANBUL,TREYEOT00010
YESIL,YEŞİL YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREINFO00013
YGGYO,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREYGMI00012
YIGIT,YİĞİT AKÜ MALZEMELERİ NAKLİYAT TURİZM İNŞAAT SANAYİ VE TİCARET A.Ş.,ANKARA,TREYIGT00025
YKBNK,YAPI VE KREDİ BANKASI A.Ş.,İSTANBUL,TRAYKBNK91N6
YKFIN,YAPI KREDİ FİNANSAL KİRALAMA A.O.,İSTANBUL,TRAYKFIN92P4
YKSLN,YÜKSELEN ÇELİK A.Ş.,İSTANBUL,TREYUKC00028
YONGA,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,DENİZLİ,TREYONG00018
YUNSA,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAYUNSA91B5
YYAPI,YEŞİL YAPI ENDÜSTRİSİ A.Ş.,İSTANBUL,TRABROVA91S5
YYLGD,YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.,ANKARA,TREYYLA00014
ZEDUR,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,ANKARA,TREUTOP00014
ZERGY,ZERAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KOCAELİ,TREZERY00028
ZGYO,Z GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREZGYO00020
ZOREN,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,BURSA,TRAZOREN91L8
ZRGYO,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREZRGY00023
